31.0581,-87.0547
30.5467,-87.8808
32.8347,-88.1342
32.7017,-87.5808
31.87,-86.2542
34.7442,-87.5997
34.1736,-86.8133
34.6736,-86.0536
32.41,-87.0153
33.4164,-86.135
31.5411,-87.8833
31.8075,-85.9722
33.2119,-87.6161
32.0142,-85.7464
34.5667,-85.6128
32.3697,-112.86
33.3761,-112.5828
36.1533,-109.5394
33.2058,-111.6819
34.3494,-111.6981
35.2681,-111.7428
36.0528,-112.1503
34.9094,-110.1544
35.2,-114.0167
36.8644,-111.6022
33.4044,-110.87
34.1547,-114.2897
31.9356,-109.8378
34.5706,-112.4322
33.6731,-111.1508
33.08,-111.7417
32.815,-109.6808
34.5172,-109.4028
35.3322,-112.8797
31.7056,-110.0569
32.2292,-110.9536
33.8169,-109.9833
33.9792,-112.7403
35.2406,-112.1903
32.6114,-114.635
34.8822,-91.2153
35.0842,-92.4289
36.4197,-90.5858
36.4164,-93.7917
36.1006,-94.1744
36.4261,-94.4481
36.4947,-91.535
34.5731,-94.2494
35.6042,-91.2744
35.5125,-93.8683
34.2256,-92.0189
36.2639,-90.9681
33.8203,-93.3878
33.81,-91.2703
35.3028,-93.6369
37.8744,-122.2589
33.6131,-114.5972
32.9544,-115.5581
41.5336,-120.1736
39.6911,-121.8211
32.64,-117.0858
39.0911,-120.9481
32.9897,-116.5872
38.535,-121.7761
36.4622,-116.8669
38.3306,-120.6706
40.8097,-124.1603
34.7042,-118.4275
39.5092,-123.7567
36.78,-119.7194
36.3219,-119.6356
41.8042,-123.3758
38.6175,-122.8731
36.7981,-118.2036
33.7086,-116.2153
39.3183,-120.6392
36.3817,-119.0264
37.6922,-121.7692
38.1061,-121.2878
39.1458,-121.5853
37.2858,-120.5117
41.3206,-122.3081
38.2778,-122.2647
34.7675,-114.6189
33.6025,-117.8803
34.4478,-119.2275
39.7458,-122.1997
41.3089,-123.5317
34.1483,-118.1447
35.6278,-120.6856
38.2578,-122.6078
39.9367,-120.9475
40.5175,-122.2986
34.0528,-117.1894
35.3056,-120.6639
34.4167,-119.6844
36.9906,-121.9911
38.4381,-122.6978
40.4167,-120.6631
39.1678,-120.1428
35.0233,-118.7497
33.7025,-117.7539
39.1467,-123.2103
38.3956,-121.9608
35.5975,-119.3531
40.7222,-122.9331
39.5231,-122.3058
37.75,-119.5897
41.7036,-122.6408
39.9919,-105.2667
38.46,-105.2256
39.2203,-105.2783
38.8236,-102.3486
39.2425,-107.9631
37.6742,-106.3247
39.6261,-106.0353
38.4775,-102.7808
40.6147,-105.1314
40.26,-103.8156
39.1653,-108.7331
38.5258,-106.9675
37.7717,-107.1097
38.0494,-102.1236
38.0936,-102.6306
38.0636,-103.2153
37.1742,-105.9392
38.4858,-107.8792
38.0392,-103.6933
38.0858,-106.1444
40.4883,-106.8233
37.9492,-107.8733
37.1786,-104.4869
40.0583,-102.2189
41.95,-73.3667
41.3506,-72.0394
41.1247,-73.5475
41.795,-72.2283
39.2583,-75.5167
38.8161,-75.5761
38.8983,-75.425
39.6694,-75.7514
39.7739,-75.5414
29.7258,-85.0206
27.2181,-81.8739
27.8986,-81.8433
26.6928,-80.6711
30.7244,-86.0939
25.8489,-81.3897
29.755,-81.5389
30.6589,-81.4636
26.1019,-80.2011
26.585,-81.8614
27.4622,-80.3539
28.8031,-82.3125
24.555,-81.7522
30.1853,-82.5942
30.4517,-83.4119
29.0803,-82.0778
30.4781,-87.1869
25.5819,-80.4361
28.3378,-82.26
30.3931,-84.3533
28.1586,-82.7644
28.6242,-80.8158
31.5339,-84.1489
30.8228,-84.6175
31.1681,-81.5022
31.1903,-84.2036
33.5972,-83.8436
34.5292,-83.99
32.2003,-83.2058
34.3006,-83.86
31.9881,-81.9522
33.2842,-83.4681
33.0831,-83.2497
32.8703,-81.9672
33.4544,-84.8178
30.7836,-83.5692
34.2453,-85.1514
32.13,-81.21
32.6875,-84.5197
31.4461,-83.4767
34.5786,-83.3319
33.4028,-82.6222
33.7264,-82.7058
31.2514,-82.3128
32.8694,-85.1892
42.9536,-112.8253
43.5936,-115.9236
44.0425,-111.2739
42.3353,-111.385
44.5733,-116.6753
47.6789,-116.8017
46.5022,-116.3217
46.0931,-115.5356
42.9403,-115.3231
42.5872,-111.7275
42.5972,-114.1378
42.3528,-114.5739
42.7325,-114.5192
47.5311,-116.1267
43.6842,-114.3603
46.3747,-117.0156
42.1231,-111.3139
43.9181,-113.6317
42.1492,-112.2872
44.5664,-113.8953
46.7244,-116.9608
43.6039,-116.5753
44.9647,-116.2864
42.2342,-113.8981
44.0772,-116.9297
48.9958,-116.5031
48.3514,-116.8358
45.1875,-113.9008
48.2928,-116.5578
41.1961,-90.7478
37.4814,-89.2344
41.7806,-88.3092
39.2883,-89.8703
39.4761,-88.1653
40.1389,-87.6483
39.8275,-88.9525
41.8472,-89.5047
37.9878,-89.1931
41.1744,-90.0356
37.7408,-88.5244
39.15,-89.4833
40.4744,-87.6561
39.7347,-90.1978
40.5839,-90.9686
40.1514,-89.3381
42.2928,-88.6469
38.0844,-88.5425
40.9125,-89.0339
40.9247,-90.6392
41.8039,-89.9744
42.0981,-89.9842
38.3483,-88.8533
38.7003,-88.0819
41.3283,-88.9106
39.0028,-87.6225
39.3722,-89.0242
39.6356,-87.6933
39.8058,-90.8236
40.8853,-88.6389
40.1158,-90.5608
38.1167,-89.7167
40.0839,-88.2403
41.5519,-89.5989
39.4411,-90.3789
39.4381,-88.5986
40.1122,-85.7175
41.6397,-84.9897
40.6683,-84.9305
39.1742,-86.5214
39.4239,-85.0128
39.8667,-85.1833
38.4833,-85.7
39.1978,-85.9211
40.0028,-86.8011
40.615,-86.6661
41.5575,-85.8825
39.6439,-86.8767
39.7858,-85.7611
41.5422,-87.2881
40.8556,-85.4981
41.6117,-86.7297
38.7369,-85.3942
40.58,-85.6586
37.9286,-87.8956
38.8894,-86.5519
38.5556,-86.4858
38.3567,-87.5906
40.9356,-87.1564
41.0658,-86.2094
39.7594,-87.2269
39.6042,-85.4528
38.6111,-86.0889
38.6886,-85.785
38.9822,-85.9822
38.5528,-86.7944
38.7436,-85.0761
38.7386,-87.4878
38.6489,-87.1989
41.1947,-87.0578
39.9961,-86.3542
41.0267,-86.5867
41.0656,-92.7867
43.0683,-94.3053
41.8814,-92.2764
43.0775,-92.6714
40.7244,-95.0192
41.7947,-90.2639
43.43,-94.8219
41.0211,-91.9553
42.8503,-91.8158
43.2844,-93.6306
42.5836,-94.2006
41.3656,-93.6481
42.5189,-93.2536
42.7817,-96.1458
41.6381,-95.7883
40.7053,-94.2428
40.9486,-91.5647
43.0453,-92.3122
43.43,-96.1686
42.3969,-94.6292
42.6347,-95.1694
42.0356,-92.5806
41.2828,-91.7067
37.155,-98.0283
37.1942,-99.7633
39.5756,-95.1108
37.2706,-99.3272
37.1764,-94.8397
38.6758,-96.5097
37.8183,-96.8444
38.7278,-98.2267
37.8428,-94.7086
38.8586,-99.3358
39.6703,-95.5225
37.2364,-95.7003
38.1964,-99.9181
37.9411,-101.2492
38.1817,-99.0994
38.9583,-95.2514
39.3256,-94.9189
37.0222,-100.9294
39.1972,-96.5814
38.3772,-97.6097
37.2767,-98.58
39.1247,-97.7047
39.7408,-99.8356
39.8183,-100.5331
38.8875,-94.7603
38.6133,-95.2808
39.7675,-101.8097
38.4819,-100.9189
37.1317,-96.1861
39.7772,-98.7783
39.0297,-99.8831
38.4536,-82.6131
36.8825,-83.8819
37.5733,-84.2908
36.9647,-86.4239
38.1167,-83.55
38.2022,-84.8825
37.2592,-85.5022
37.7558,-87.6456
36.8492,-87.5206
37.5108,-86.2892
38.2,-85.2
36.7333,-84.15
38.6586,-84.6106
31.3206,-92.4611
30.7094,-90.525
32.7689,-92.0056
30.5372,-91.1469
30.9594,-92.1786
32.5133,-92.3478
30.5272,-90.1114
30.0717,-91.0275
29.8233,-91.5442
30.4192,-92.0439
29.5858,-90.7303
30.2003,-92.6642
30.205,-91.9875
29.9167,-90.1303
32.9078,-93.7981
31.9497,-91.2336
29.7758,-90.78
32.0994,-91.7019
44.3739,-68.2592
45.6603,-69.812
44.9197,-69.2417
44.9067,-66.9919
44.6889,-70.1567
44.2203,-69.7889
46.2061,-67.8417
44.1,-70.2167
45.6503,-68.705
43.6497,-70.3003
46.6539,-68.0089
45.1572,-67.4044
39.0303,-76.9314
38.5667,-76.0667
39.2167,-76.0519
39.6419,-78.7561
38.8833,-75.8
38.9689,-76.8042
39.0847,-76.9003
39.2811,-76.61
39.2739,-75.87
39.4133,-79.4
38.6833,-76.6667
38.2122,-75.6822
38.7144,-76.1897
38.365,-75.5892
39.55,-76.9667
39.3333,-76.8667
42.3861,-72.5375
42.4833,-71.2833
42.2122,-71.1136
42.145,-73.4172
42.6992,-71.1658
41.6333,-70.9333
41.9819,-70.6961
42.05,-70.1833
42.5242,-71.1264
41.9003,-71.0658
42.1608,-71.2458
42.1333,-71.4333
41.9164,-84.0158
42.58,-85.7892
43.3864,-84.6492
42.2947,-83.7108
43.7072,-85.4822
46.5192,-87.9858
46.3414,-86.9242
45.6528,-84.4725
41.9622,-84.9925
44.2839,-83.5036
45.6667,-86.7167
43.6747,-86.4239
41.9353,-84.6411
45.7858,-88.0842
46.4656,-90.1892
42.2833,-85.6
43.6089,-84.2011
42.6083,-82.8183
43.5858,-84.7697
46.4122,-86.6625
46.3133,-85.5106
43.0161,-84.18
42.4011,-86.2833
46.0556,-88.6275
47.2992,-96.5161
43.6064,-93.3019
48.3311,-96.8253
48.7094,-94.5869
44.8,-93.5833
46.7047,-92.5253
46.8372,-95.8372
47.4581,-92.5303
43.6447,-94.4656
44.6697,-93.17
47.5636,-95.7244
43.7047,-92.5644
47.2436,-93.4975
47.2256,-95.1919
47.2467,-94.2228
47.6308,-93.6522
45.1219,-95.9269
44.8831,-93.2289
44.9364,-95.7536
45.8775,-93.3147
45.5903,-95.8747
44.3006,-94.4897
44.7628,-94.9297
46.9006,-95.0678
46.6694,-94.1089
44.0139,-96.3258
48.8486,-95.7675
44.3222,-93.9656
46.7953,-93.3211
47.0258,-91.6653
47.0744,-94.57
43.7692,-94.1872
44.2992,-92.6661
33.83,-88.5214
34.3061,-89.9806
34.6628,-88.5797
31.5447,-90.4581
32.6714,-90.0361
34.1864,-90.5572
31.2503,-89.8361
33.4678,-88.3847
34.8792,-88.6178
31.9461,-90.3775
32.36,-89.4208
33.3592,-91.06
31.2547,-89.3392
34.8161,-89.9853
34.8219,-89.4347
33.0583,-89.5797
31.6756,-89.1236
33.1353,-89.0711
31.5519,-90.1058
33.4519,-90.5094
31.5889,-91.3408
30.3964,-88.4781
34.1381,-88.9983
30.8408,-89.5453
31.985,-90.9719
33.4692,-88.7822
34.3803,-89.5358
34.1583,-89.6311
30.2947,-89.3831
31.6772,-88.6708
31.0928,-91.2328
32.9028,-90.3817
38.1869,-94.0281
39.3447,-91.1711
39.4247,-93.1331
36.1686,-89.6642
38.395,-93.7711
40.2394,-94.6833
36.6206,-90.8125
37.7922,-90.4103
38.585,-92.1825
37.4994,-94.2697
37.685,-92.6936
38.8803,-94.3358
39.1828,-93.855
37.3908,-93.9489
